Speed Angle Change vs Modulus Speed from (805, 343) to (1044, 364)
63.222317,-1.0505291,5.0
229.65192,0.0,5.0
105.39361,0.010535711,5.0
229.65192,0.08341364,5.0
8.527602,0.9481889,5.0
8.906233,-0.10464721,5.0
200.81833,0.015383402,5.0
50.0,-0.7853982,5.0
59.630764,1.7011315,2.0
252.9071,0.0,2.0
89.166664,-0.029868092,2.0
189.33333,0.08205831,2.0
68.30833,1.7255453,2.0
9.843215,-0.3059232,2.0
27.802877,2.483704,2.0
141.35417,0.4098869,2.0
13.5,1.6212208,2.0
301.0,0.07731039,2.0
568.25433,-0.029920645,2.0
19.006578,0.49356824,2.0
267.5,-0.6857295,2.0
470.15848,0.2739521,2.0
19.006578,0.36778846,2.0
301.80292,0.0,2.0
217.5,-1.5707964,2.0
86.0,-0.578223,2.0
26.345066,-0.90744805,2.0
301.80292,0.07295997,2.0
103.47681,0.47900692,2.0
35.338543,0.35146168,2.0
335.0,-0.69287956,2.0
69.0,0.0,2.0
301.80292,0.0,2.0
94.77356,-0.02546051,2.0
225.36415,-0.088343926,2.0
18.896364,-1.0800978,2.0
146.73824,-0.029991811,2.0
505.8735,0.036036275,2.0
47.797752,0.1064541,2.0
5.3030605,0.061188344,2.0
470.15848,0.58275837,2.0
113.07139,-0.08817736,2.0
301.80292,-0.19075187,2.0
333.0165,-0.046985105,2.0
209.10823,-0.1563644,2.0
220.64565,-0.07058401,2.0
68.154236,-1.0214698,2.0
69.0,1.0209432,2.0
64.0,0.0,2.0
223.8144,0.0,2.0
36.857082,0.1603717,2.0
215.42516,0.851093,2.0
502.28778,-0.22986023,2.0
95.06445,0.3284227,2.0
569.2539,0.12150264,2.0
39.940582,0.70070964,2.0
58.293217,0.09660266,2.0
50.0,-0.026514845,2.0
0.53125,0.85843873,2.0
20.17734,-1.3380969,2.0
254.45285,-1.4842283,3.0
17.0,-0.08656811,3.0
251.9623,0.0,3.0
267.635,0.08218952,3.0
51.0,-0.031765014,3.0
219.66452,0.9125245,3.0
35.896282,-0.13906549,3.0
35.35534,1.1775383,3.0
21.931713,0.53119993,3.0
62.03337,0.04535036,3.0
11.333333,-0.16735716,3.0
8.5,-0.0,3.0
1.2857143,1.4372673,3.0
2.3758223,-1.1071488,3.0
0.24107143,0.6578886,3.0
54.82928,0.0,3.0
3.811716,1.7464334,3.0
37.02852,0.6663579,3.0
5.4270735,0.12749854,3.0
220.64565,2.3401701,3.0
18.56071,-1.2450691,3.0
40.35468,-0.47775325,3.0
194.97757,0.10159106,3.0
26.599003,-0.23456463,3.0
5.4,1.6212208,3.0
119.902275,-0.17372246,3.0
13.75,-1.9217163,3.0
335.10782,-0.025367692,3.0
151.0,0.10834598,3.0
218.8254,-0.6258047,3.0
35.654594,0.35462362,3.0
406.8968,-0.59956455,3.0
7.9346824,0.40725586,3.0
181.08441,-0.11388963,3.0
153.65953,-0.375084,3.0
201.33333,0.0,3.0
46.010868,0.0,3.0
69.0,0.42225116,3.0
181.08441,0.62854284,3.0
146.37708,1.6146271,3.0
20.248457,0.83340687,3.0
142.25,-0.028184906,3.0
67.462585,1.5011877,3.0
73.00685,-0.36560795,3.0
3.3,0.23501222,3.0
19.006578,0.4636476,3.0
100.45755,0.0,3.0
302.0,0.4636476,3.0
151.0,0.26356387,3.0
33.75,-0.0,3.0
0.34248278,-0.22941586,3.0
110.63454,0.1364026,3.0
139.12764,0.056537088,3.0
9.503289,-0.5420733,3.0
36.503426,0.16522844,3.0
9.267626,1.399807,3.0
38.53894,0.0,3.0
117.66053,0.5549957,3.0
3.142857,1.3045443,3.0
14.60137,-0.41801614,3.0
24.600967,-0.4957208,3.0
51.21035,-0.9910494,3.0
167.44626,0.5570625,3.0
168.5089,1.4411565,3.0
30.673912,0.73927706,3.0
425.7141,0.05681607,3.0
28.08131,0.19233094,3.0
6.0856843,0.74665785,3.0
9.503289,-0.28301024,3.0
38.013157,0.0,3.0
9.503289,0.0,3.0
23.532106,-0.043423165,3.0
207.12375,0.0,3.0
82.8495,0.09509218,3.0
58.830265,0.28874367,3.0
8.838835,1.0691923,3.0
38.013157,-0.6055447,3.0
58.830265,-0.043423165,3.0
17.67767,1.0691923,3.0
28.200178,-0.92374915,3.0
55.605755,1.399807,3.0
19.970291,0.043423165,3.0
29.415133,-0.043423165,3.0
14.707566,0.0,3.0
31.0,3.1415927,3.0
22.0,1.3927034,3.0
35.35534,0.0,3.0
70.71068,1.0691923,3.0
70.71068,0.0,3.0
238.80536,0.0,3.0
477.61072,0.0,3.0
62.0,1.5707964,3.0
15.5,3.1415927,3.0
27.802877,0.6466557,3.0
13.901439,0.0,3.0
70.71068,1.0691923,3.0
22.0,3.1415927,3.0
27.802877,0.6466557,3.0
36.503426,0.6234265,3.0
3.9469624,1.158043,3.0
6.230294,0.83340687,3.0
55.542778,0.48456624,3.0
35.654594,-0.09858052,3.0
26.44071,-0.5880026,3.0
35.35534,0.89109933,3.0
69.521576,-0.1619936,3.0
55.605755,0.24176389,3.0
117.0,-0.033851605,3.0
19.006578,0.4636476,3.0
9.400059,-0.4368499,3.0
222.16266,0.10402831,3.0
69.0,0.0,3.0
12.167809,0.18723893,3.0
203.4484,-0.06419105,3.0
21.708294,-0.67114383,3.0
147.09709,1.467669,3.0
204.92499,0.9116791,3.0
78.138336,-1.3854483,3.0
177.21863,0.0,3.0
58.830265,-0.25184163,3.0
110.32282,0.023954418,3.0
19.006578,-0.3057263,3.0
6.8,-0.4636476,3.0
93.70464,-0.02390628,3.0
120.29469,0.02390628,3.0
29.529646,0.0,3.0
10.659503,-0.6857295,3.0
18.56071,-0.47569522,3.0
22.5,1.9930475,3.0
8.5,0.0,3.0
22.5,0.7717004,3.0
2.4285715,0.0,3.0
8.5,-3.1415927,3.0
85.8578,2.4613948,3.0
13.172533,0.85891455,3.0
11.333333,0.16202857,3.0
46.010868,2.3100734,3.0
18.535252,0.9129077,3.0
504.22714,0.04297225,3.0
58.830265,0.28874367,3.0
270.6335,0.08127916,3.0
35.35534,1.2472852,3.0
5.5605755,0.3386029,3.0
181.08441,0.6558522,3.0
55.319527,0.05433648,3.0
55.605755,0.9129077,3.0
2.7,2.0576956,3.0
11.785113,0.64633834,3.0
322.25183,-0.091028914,3.0
59.775623,1.253302,3.0
10.854147,1.158043,3.0
18.800117,0.6470472,3.0
13.901439,1.399807,3.0
27.802877,0.0,3.0
164.11905,0.56737864,3.0
142.76204,1.2609371,3.0
25.5,-0.87964547,3.0
13.5,0.8472955,3.0
310.79333,0.46167523,3.0
4.633813,1.399807,3.0
4.25,-2.483704,3.0
35.0464,1.815775,3.0
18.56071,-0.72067386,3.0
33.666668,0.47569522,3.0
8.5,1.5707964,3.0
54.82928,0.44472164,3.0
124.166664,-1.5707964,3.0
102.646996,0.49243927,3.0
31.0,1.5707964,3.0
40.07805,0.71814847,3.0
11.166667,-0.5810823,3.0
11.166667,-0.0,3.0
15.5,1.5707964,3.0
31.0,1.5707964,3.0
98.0,0.54288054,3.0
51.0,0.0,3.0
2.9632277,-0.25209597,3.0
20.17734,0.41334608,3.0
328.2381,0.031375688,3.0
344.7644,0.039167188,3.0
19.667646,-0.18057275,3.0
40.482094,1.0506632,3.0
8.527602,-0.28548884,3.0
166.50826,1.2435423,3.0
11.0,-0.52705455,3.0
9.0,2.0576956,3.0
21.5,-0.18300392,3.0
27.802877,1.399807,3.0
7.602631,-0.44926012,3.0
42.638012,0.8850668,3.0
603.60583,0.07295997,3.0
178.30942,0.08310932,3.0
890.4095,-0.0634728,3.0
37.12142,-0.506023,3.0
118.511604,0.051202677,3.0
34.0,-0.5505494,3.0
68.0,0.0,3.0
34.0,-0.0,3.0
409.84998,0.1665522,3.0
791.43225,-0.055109713,3.0
42.638012,-0.19883028,3.0
52.690132,0.07298365,3.0
140.40656,1.4448975,3.0
36.503426,0.48281977,3.0
22.384426,0.45617014,4.0
4.7516446,0.11010565,4.0
1.0003462,0.0,4.0
8.903601,0.2165503,4.0
76.828995,0.0819059,4.0
4.9379835,-0.60344005,4.0
62.77088,0.6284744,4.0
3.5815082,0.84044117,4.0
274.8745,1.4405574,1.0
535.68085,-0.07927803,1.0
147.7447,-0.072139084,1.0
86.9612,1.199761,1.0
751.48517,0.60150254,1.0
134.0,-0.035936587,1.0
167.84384,0.07029933,1.0
38.857143,0.0,1.0
36.857082,-0.4191426,1.0
45.024685,0.54533416,1.0
62.261543,1.8523343,1.0
68.03308,-0.62605387,1.0
4.530078,-1.3312591,1.0
51.0,0.5846013,1.0
210.34496,-0.72347486,1.0
1.8009874,-0.17300645,1.0
103.2436,-0.2794646,1.0
651.48755,0.037090182,1.0
79.70083,1.2129163,1.0
100.85881,-0.9823912,1.0
8.25,0.084376305,1.0
28.200178,-0.92374915,1.0
294.822,0.10216473,1.0
28.0,-0.07469073,1.0
3.279847,-1.0007987,1.0
27.996508,0.97313386,1.0
28.270834,-0.3239877,1.0
11.779513,-0.3239877,1.0
31.0,1.5707964,1.0
1.6698687,-0.24176389,1.0
31.0,1.5707964,1.0
14.263,-0.04633441,1.0
73.82411,0.079811886,1.0
90.55385,0.816638,1.0
33.0,0.7541583,1.0
66.0,-0.0,1.0
50.717354,-0.16839015,1.0
90.55385,-1.6779075,1.0
70.71068,1.8233505,1.0
31.0,1.5707964,1.0
179.07541,0.35354197,1.0
28.200178,-0.92374915,1.0
11.0,0.92374915,1.0
54.82928,0.0,1.0
2.9684398,-1.1862085,1.0
12.558628,0.38748643,1.0
33.508953,0.59115124,1.0
426.06836,0.018662523,1.0
4.824065,-1.0856507,1.0
359.70682,0.06847506,1.0
20.17734,-0.44682458,1.0
101.0,0.591439,1.0
139.12764,-0.38836655,1.0
239.38097,0.09694375,1.0
73.1642,0.0,1.0
68.0,-0.3779683,1.0
56.400356,-0.92374915,1.0
19.006578,1.3873967,1.0
56.400356,-1.9929414,1.0
89.537704,-0.58450556,1.0
133.0,0.22131445,1.0
11.25,1.5707964,1.0
135.07405,-1.4446048,1.0
52.27332,-0.31505868,1.0
240.58939,-0.23152305,1.0
7.078595,-0.73927706,1.0
142.66667,0.0,1.0
18.110771,0.7541583,1.0
23.532106,-0.1991626,1.0
50.0,-0.5549957,1.0
272.0,0.2538193,1.0
55.848255,0.1479768,1.0
105.51526,0.058441754,1.0
111.63084,1.7608058,1.0
40.496914,0.5743048,1.0
56.400356,-1.9929414,1.0
33.0,-0.095656,1.0
33.666668,0.0,1.0
101.0,-0.0,1.0
149.20624,0.15137544,1.0
28.200178,-0.4368499,1.0
33.0,0.0,1.0
227.80035,-0.9255393,1.0
38.013157,-0.18160942,1.0
38.013157,0.0,1.0
33.0,-1.2312812,1.0
127.891556,0.16257532,1.0
34.0,-0.56522995,1.0
68.0,-0.0,1.0
48.62227,0.1624726,1.0
27.5,0.8734551,1.0
19.296293,-0.80110365,1.0
421.30392,0.010173526,1.0
58.830265,0.5549957,1.0
55.0,0.0,1.0
11.333333,-0.9272952,1.0
16.14187,0.9793573,1.0
11.181737,0.100781,1.0
6.888889,1.9936502,1.0
40.35468,-0.591439,1.0
156.10013,0.17857227,1.0
14.21267,-1.2600343,1.0
33.666668,0.6857295,1.0
73.00685,-0.23501222,1.0
54.974903,0.9448226,1.0
146.60983,0.105732,1.0
27.901613,0.2400176,1.0
56.95009,0.0,1.0
30.428423,-0.74665785,1.0
202.88235,1.6594005,1.0
6.4282436,1.2933044,1.0
130.23056,-1.3854483,1.0
91.28527,0.0,1.0
11.333333,-0.74665785,1.0
476.94443,-0.095099986,1.0
45.642635,1.0054288,1.0
59.255802,0.19700745,1.0
68.83676,-0.37690926,1.0
2.4285715,1.3734008,1.0
17.0,-3.1415927,1.0
13.4,1.5707964,1.0
67.0,0.0,1.0
117.66053,0.5549957,1.0
9.228014,-5.551115E-17,1.0
300.1083,0.42805356,1.0
409.59125,0.0,1.0
16.5,-0.053737942,1.0
373.18628,-0.61848736,1.0
135.07405,-0.040719252,1.0
70.71068,-0.74520457,1.0
50.717354,1.2375824,1.0
21.319006,-0.42695862,1.0
80.70936,0.0,1.0
45.0,2.0576956,1.0
35.11766,0.4902375,1.0
40.35468,-0.591439,1.0
26.903118,-0.10453978,1.0
6.6666665,-0.38831872,1.0
16.833334,0.0,1.0
4.090909,1.9930475,1.0
15.0,3.1415927,1.0
6.8,-1.5707964,1.0
18.52695,1.7036722,1.0
0.5263952,-1.3568734,1.0
1.1248916,1.1614248,1.0
13.630847,-0.22359924,1.0
100.0,0.38831872,1.0
6.230294,-0.096839,1.0
14.100089,0.96178573,1.0
56.400356,-1.8474983,1.0
80.70936,-0.10453978,1.0
80.70936,0.0,1.0
62.0,1.8295672,1.0
84.09072,0.33933157,1.0
13.70732,0.4901678,1.0
703.5183,0.0017196208,1.0
9.0,1.7454685,1.0
34.0,-1.5707964,1.0
42.638012,-1.3568734,1.0
14.21267,-0.19883028,1.0
4.5,2.0576956,1.0
105.51303,0.65901154,1.0
70.71068,1.5560915,1.0
36.503426,-0.3778242,1.0
80.70936,-0.10453978,1.0
36.5821,1.0636978,1.0
410.0,1.070214,1.0
545.0,0.16299722,1.0
16.5,0.0,1.0
71.94137,-0.47976568,1.0
47.32981,0.57384,1.0
6.75,1.2557272,1.0
5.6666665,-1.5707964,1.0
66.137276,1.875112,1.0
90.55385,0.7541583,1.0
372.20023,0.0,1.0
93.05006,0.0,1.0
12.184284,-0.42285392,1.0
60.518593,-0.064981885,1.0
210.65196,-0.18620412,1.0
67.537025,0.02156308,1.0
135.07405,0.0,1.0
59.90096,-0.07101011,1.0
40.35468,0.0,1.0
7.214286,-0.591439,1.0
101.0,0.0,1.0
16.833334,-0.0,1.0
33.666668,0.0,1.0
81.5414,-1.1760403,1.0
45.35539,0.70986784,1.0
45.35539,0.0,1.0
10.08867,-0.3466085,1.0
8.527602,-0.28548884,1.0
20.17734,-0.37012458,1.0
7.5,1.5707964,1.0
27.901613,0.93804747,1.0
5.6400356,1.8474983,1.0
471.1539,0.01687204,1.0
73.87235,0.39046043,1.0
18.251713,-0.23501222,1.0
188.9828,0.0,1.0
252.00645,-0.09594547,1.0
40.35468,0.0,1.0
37.12142,-0.64408535,1.0
44.666668,-0.16839015,1.0
14.60137,-0.23501222,1.0
3.5250223,1.1827549,1.0
135.87587,0.0,1.0
13.6,-0.1663586,1.0
17.67767,1.0691923,1.0
2.5833333,0.9295783,1.0
35.35534,1.5560915,5.0
17.0,-1.0691923,5.0
11.333333,0.0,5.0
25.5,0.0,5.0
58.830265,-0.29253632,5.0
27.313,0.49283466,5.0
17.0,-0.41450688,5.0
154.15576,-0.08507326,5.0
13.5,1.6284248,5.0
21.319006,0.8850668,5.0
166.27763,1.3536594,5.0
301.12,-0.028231699,5.0
335.0,0.028231699,5.0
441.2913,-0.14230523,5.0
8.5,0.8014224,5.0
218.8254,-0.06645425,5.0
54.82928,0.5992201,5.0
8.25,-0.42285392,5.0
9.280355,-0.47569522,5.0
37.12142,0.0,5.0
189.84204,0.08784155,5.0
570.2535,-0.12326297,5.0
192.5,0.65822816,5.0
9.437485,0.32003745,5.0
27.802877,1.3131484,5.0
125.571945,-0.01281778,5.0
21.319006,0.6857295,5.0
22.0,1.0838971,5.0
335.0,0.0,5.0
331.9036,0.1364026,5.0
27.802877,0.0,5.0
19.006578,-0.44926012,5.0
103.81233,0.13854554,5.0
13.6,-0.94270825,5.0
12.184284,-0.64633834,5.0
23.570227,2.6399887,5.0
13.5,1.2367938,5.0
362.16882,0.62854284,5.0
265.27722,0.07572777,5.0
5.0507627,0.41932184,5.0
17.67767,0.0,5.0
116.90274,-0.31738377,5.0
34.56154,-0.8031628,5.0
15.179818,-0.36351985,5.0
161.565,0.17339772,5.0
301.80292,0.02546051,5.0
15.0,0.5016041,5.0
171.84796,0.44184697,5.0
142.16034,0.22559239,5.0
470.15848,-0.072851405,5.0
203.4484,0.0049786414,5.0
8.111872,0.78593093,5.0
35.35534,0.19012332,5.0
27.0,1.5707964,5.0
33.0,-1.5707964,5.0
22.0,1.6212208,5.0
204.92499,1.319753,5.0
541.267,-0.053823065,5.0
602.0,0.16839015,5.0
686.21063,0.061122943,5.0
62.0,2.4945455,5.0
409.84998,1.319753,5.0
275.52496,-0.061739616,5.0
38.013157,0.5253872,5.0
190.1289,0.20747761,5.0
188.69154,-0.04506231,5.0
406.8968,-0.09339327,5.0
9.267626,0.9129077,5.0
16.198765,0.5743048,5.0
15.489498,1.5905268,5.0
35.654594,0.77663743,5.0
267.5,0.05042451,5.0
335.0,0.07731039,5.0
18.56071,-0.47569522,5.0
2.6627054,0.5984189,5.0
78.0,0.0,5.0
535.27,-0.0018443674,5.0
16.5,0.031765014,5.0
31.0,2.3249547,5.0
95.22222,0.0,5.0
3.2141218,0.0,5.0
8.857142,2.0576956,5.0
36.552853,-0.0640453,5.0
5.3030605,-0.89854914,5.0
428.5,0.05129685,5.0
33.0,-0.15302315,5.0
409.84998,0.032610156,5.0
35.654594,-0.45163918,5.0
27.901613,-0.6717954,5.0
135.31676,0.9052324,5.0
70.71068,0.0,5.0
637.5202,0.06907233,5.0
18.56071,-0.59311503,5.0
569.2539,-0.0063633802,5.0
724.33765,0.088256575,5.0
296.80316,0.48485923,5.0
81.46478,-0.12571242,5.0
18.56071,-0.5055109,5.0
373.1491,0.8558838,5.0
120.72294,0.060782574,5.0
5.3030605,-0.5364778,5.0
362.16882,-0.07274648,5.0
143.5,-0.031412955,5.0
445.20474,0.030327776,5.0
36.503426,-0.36560795,5.0
285.12674,0.78086936,5.0
176.21365,-0.013604226,5.0
213.5,0.0,5.0
2.4521894,0.92374915,5.0
34.0,-0.92374915,5.0
362.16882,-0.24342592,5.0
215.42516,0.0,5.0
69.0,0.85843873,5.0
35.35534,2.6399887,5.0
23.570227,1.5560915,5.0
11.884864,0.38831872,5.0
352.4273,0.044293184,5.0
117.0,-0.046669386,5.0
200.66667,0.08742598,5.0
15.607429,-0.3574261,5.0
34.077118,0.1624109,5.0
9.0,1.971037,2.0
52.690132,-1.464786,2.0
1.2039287,-0.38307706,2.0
204.92499,0.08738349,2.0
204.92499,0.0,2.0
35.35534,-2.220446E-16,2.0
723.0,0.0,2.0
373.1491,0.578138,2.0
33.0,0.0,2.0
17.0,0.0,2.0
361.33224,0.0,2.0
124.51137,0.003660451,2.0
8.5,-0.07073525,2.0
17.563377,-0.16202857,2.0
203.4484,0.066404685,2.0
335.0,0.033851605,2.0
51.0,-0.0,2.0
17.0,0.0,2.0
189.54712,0.22559239,2.0
135.58434,1.2009819,2.0
185.80904,1.8506025,2.0
251.3628,0.053733088,2.0
251.3628,0.0,2.0
89.63382,-1.4888904,2.0
47.693756,2.228365,2.0
7.106335,1.5441682,2.0
158.34737,0.026351634,2.0
176.4405,0.12786992,2.0
188.5,-0.055498507,2.0
35.35534,0.58229303,2.0
58.128113,0.066404685,2.0
