Speed Angle vs Modulus Speed from (805, 302) to (1044, 323)
42.638012,0.6857295,1.0
109.65856,0.42285392,1.0
6.8,-0.0,1.0
0.0,-0.0,1.0
0.0,-0.0,1.0
38.470768,0.48689923,1.0
72.235725,-0.38307706,1.0
19.235384,0.48689923,1.0
0.0,0.48689923,1.0
0.2599376,0.48689923,1.0
142.11888,0.8418166,1.0
0.0,0.8418166,1.0
33.0,0.0,1.0
27.901613,-0.93804747,1.0
83.58529,0.72614557,1.0
34.687893,0.2624594,1.0
0.0,0.2624594,1.0
23.125263,-0.2624594,1.0
6.266706,0.92374915,1.0
0.0,0.92374915,1.0
0.0,0.92374915,1.0
151.28781,-0.42225116,1.0
0.0,-0.42225116,1.0
108.11568,0.046263263,1.0
75.643906,-0.42225116,1.0
151.28781,-0.42225116,1.0
151.28781,-0.42225116,1.0
60.53924,-0.5375866,1.0
95.85568,0.04696283,1.0
25.586128,0.9491838,1.0
468.0,0.0,1.0
29.347061,0.40265465,1.0
80.70936,-0.591439,1.0
19.235384,-0.48689923,1.0
55.803226,-0.93804747,1.0
67.0,0.0,1.0
28.200178,0.92374915,1.0
0.0,0.92374915,1.0
737.2198,-0.024418483,1.0
0.0,-0.024418483,1.0
31.0,-1.5707964,1.0
335.12088,-0.02685921,1.0
33.0,0.0,1.0
16.5,-0.0,1.0
0.0,-0.0,1.0
16.5,0.0,1.0
197.0,0.0,1.0
234.41014,-0.025598958,1.0
2.4521894,0.92374915,1.0
211.41849,-0.028383542,1.0
0.0,-0.028383542,1.0
0.0,-0.028383542,1.0
0.0,-0.028383542,1.0
0.0,-0.028383542,1.0
59.255802,0.5505494,1.0
0.0,0.5505494,1.0
0.0,0.5505494,1.0
110.57124,0.4191426,1.0
0.0,0.4191426,1.0
0.0,0.4191426,1.0
22.5,-1.5707964,1.0
0.0,-1.5707964,1.0
80.70936,-0.591439,1.0
121.07848,-0.5375866,1.0
60.53924,-0.5375866,1.0
100.40418,-0.08975817,1.0
86.9612,0.2617135,1.0
45.0,-1.5707964,1.0
124.78081,0.52461326,1.0
80.70936,-0.591439,1.0
0.0,-0.591439,1.0
0.0,-0.591439,1.0
0.0,-0.591439,1.0
75.643906,-0.42225116,1.0
47.13014,-0.71783197,1.0
101.607086,-0.17809294,1.0
0.0,-0.17809294,1.0
0.0,-0.17809294,1.0
0.0,-0.17809294,1.0
0.0,-0.17809294,1.0
0.0,-0.17809294,1.0
0.0,-0.17809294,1.0
118.511604,0.5505494,1.0
0.0,0.5505494,1.0
3.0,-1.5707964,1.0
84.0,0.0,1.0
0.0,0.0,1.0
84.0,-0.0,1.0
0.0,-0.0,1.0
0.0,-0.0,1.0
0.0,-0.0,1.0
0.0,-0.0,1.0
0.0,-0.0,1.0
0.0,-0.0,1.0
0.0,-0.0,1.0
0.0,-0.0,1.0
0.0,-0.0,1.0
0.0,-0.0,1.0
17.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
183.5,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
67.0,-0.0,1.0
67.601776,0.13352905,1.0
22.533924,0.13352905,1.0
65.73516,0.045653533,1.0
0.0,0.045653533,1.0
135.20355,0.13352905,1.0
0.0,0.13352905,1.0
0.0,0.13352905,1.0
0.0,0.13352905,1.0
0.0,0.13352905,1.0
59.6918,0.35354197,1.0
45.0,-1.5707964,1.0
0.0,-1.5707964,1.0
0.0,-1.5707964,1.0
22.384426,0.35354197,1.0
0.0,0.35354197,1.0
0.0,0.35354197,1.0
0.0,0.35354197,1.0
0.0,0.35354197,1.0
0.0,0.35354197,1.0
168.0,0.0,1.0
168.0,-0.0,1.0
0.0,-0.0,1.0
0.0,-0.0,1.0
47.594643,-0.06307412,1.0
0.0,-0.06307412,1.0
0.0,-0.06307412,1.0
0.0,-0.06307412,1.0
0.0,-0.06307412,1.0
14.285714,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
38.470768,-0.48689923,1.0
0.0,-0.48689923,1.0
0.0,-0.48689923,1.0
0.0,-0.48689923,1.0
0.0,-0.48689923,1.0
0.0,-0.48689923,1.0
0.0,-0.48689923,1.0
0.0,-0.48689923,1.0
0.0,-0.48689923,1.0
18.794947,0.49934673,1.0
151.28781,-0.42225116,1.0
0.0,-0.42225116,1.0
11.166667,-0.0,1.0
22.333334,0.0,1.0
43.416588,0.67114383,1.0
477.0461,-0.13033517,1.0
0.0,-0.13033517,1.0
0.0,-0.13033517,1.0
0.0,-0.13033517,1.0
11.25,-1.5707964,1.0
67.0,-0.0,1.0
22.945587,0.19739556,1.0
18.794947,0.49934673,1.0
59.255802,0.5505494,1.0
7.4444447,-0.0,1.0
33.5,0.0,1.0
34.916668,0.0,1.0
27.04071,0.13352905,1.0
0.0,0.13352905,1.0
0.0,0.13352905,1.0
0.0,0.13352905,1.0
0.0,0.13352905,1.0
0.0,0.13352905,1.0
0.0,0.13352905,1.0
0.0,0.13352905,1.0
301.0,0.0,5.0
22.803509,-0.26625204,5.0
251.1613,0.03584122,5.0
0.0,0.03584122,5.0
689.2351,-0.026118878,5.0
0.0,-0.026118878,5.0
0.0,-0.026118878,5.0
0.0,-0.026118878,5.0
361.33224,-0.08589921,5.0
75.20665,0.8399579,5.0
0.0,0.8399579,5.0
131.53421,-0.02280973,5.0
236.67119,-0.038036615,5.0
536.3021,-0.033569474,5.0
106.52751,0.96109575,5.0
13.520355,0.13352905,5.0
199.40913,0.77830607,5.0
89.537704,0.35354197,5.0
127.93065,0.9491838,5.0
35.857143,0.0,5.0
368.0,0.0,5.0
62.0,-1.5707964,5.0
0.0,-1.5707964,5.0
0.0,-1.5707964,5.0
0.0,-1.5707964,5.0
0.0,-1.5707964,5.0
394.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
543.4013,0.28158578,5.0
0.0,0.28158578,5.0
0.0,0.28158578,5.0
303.5,0.0,5.0
394.60266,-0.02280973,5.0
229.07858,0.02619488,5.0
0.0,0.02619488,5.0
13.5,-1.5707964,5.0
335.12088,-0.02685921,5.0
4.5454545,0.0,5.0
60.53924,-0.5375866,5.0
27.802877,0.9129077,5.0
0.0,0.9129077,5.0
73.82411,0.43335384,5.0
199.40913,0.77830607,5.0
79.881165,0.5984189,5.0
0.0,0.5984189,5.0
0.0,0.5984189,5.0
22.0,0.0,5.0
0.0,0.0,5.0
19.235384,-0.48689923,5.0
0.0,-0.48689923,5.0
0.0,-0.48689923,5.0
17.0,0.0,5.0
17.0,-0.0,5.0
17.0,0.0,5.0
8.990649,0.023836544,5.0
53.164837,0.5436453,5.0
34.20526,-0.26625204,5.0
56.462376,-0.40024066,5.0
117.0,0.0,5.0
50.803543,-0.17809294,5.0
150.72243,-0.20715453,5.0
234.3891,-0.057628427,5.0
0.0,-0.057628427,5.0
23.570227,1.0691923,5.0
0.0,1.0691923,5.0
302.80026,-0.07271923,5.0
12.823589,0.48689923,5.0
55.28562,0.4191426,5.0
0.0,0.4191426,5.0
188.01662,0.8399579,5.0
73.6,0.0,5.0
67.601776,0.13352905,5.0
135.20355,0.13352905,5.0
0.0,0.13352905,5.0
0.0,0.13352905,5.0
0.0,0.13352905,5.0
412.66602,-0.075192116,5.0
18.601076,-0.93804747,5.0
376.03323,0.8399579,5.0
70.71068,-1.0691923,5.0
34.20526,-0.26625204,5.0
61.227787,0.021000413,5.0
0.0,0.021000413,5.0
9.0,-1.5707964,5.0
167.24234,-0.05384013,5.0
160.70003,0.16566019,5.0
0.0,0.16566019,5.0
34.20526,0.26625204,5.0
16.787233,0.0,5.0
55.605755,0.9129077,5.0
31.0,-1.5707964,5.0
55.605755,0.9129077,5.0
40.35468,-0.591439,5.0
0.0,-0.591439,5.0
7.803924,-1.0816765,5.0
385.01947,0.07278785,5.0
104.54664,0.26121855,5.0
406.8968,-0.066404685,5.0
251.1613,0.03584122,5.0
55.605755,0.9129077,5.0
0.0,0.9129077,5.0
11.570547,-0.5743048,5.0
0.0,-0.5743048,5.0
146.45628,0.040979322,5.0
0.0,0.040979322,5.0
0.0,0.040979322,5.0
0.0,0.040979322,5.0
0.0,0.040979322,5.0
40.496914,0.5743048,5.0
37.641586,-0.40024066,5.0
0.0,-0.40024066,5.0
0.0,-0.40024066,5.0
39.661064,-0.5880026,5.0
0.0,-0.5880026,5.0
0.0,-0.5880026,5.0
0.0,-0.5880026,5.0
209.38959,-0.30060568,5.0
20.179749,-0.5375866,5.0
37.821953,-0.42225116,5.0
0.0,-0.42225116,5.0
0.0,-0.42225116,5.0
21.319006,-0.6857295,5.0
33.0,-0.0,5.0
98.58105,0.56361717,5.0
361.5,0.0,5.0
56.462376,-0.40024066,5.0
0.0,-0.40024066,5.0
0.0,-0.40024066,5.0
0.0,-0.40024066,5.0
42.240383,-0.10673567,5.0
19.235384,0.48689923,5.0
23.570227,-1.0691923,5.0
150.40279,-0.0732023,5.0
56.462376,-0.40024066,5.0
35.35534,1.0691923,5.0
263.06842,-0.02280973,5.0
0.0,-0.02280973,5.0
0.0,-0.02280973,5.0
0.0,-0.02280973,5.0
568.0,0.0,5.0
112.92475,-0.40024066,5.0
60.53924,-0.5375866,5.0
0.0,-0.5375866,5.0
56.462376,-0.40024066,5.0
92.12793,0.8519663,5.0
212.65935,0.5436453,5.0
0.0,0.5436453,5.0
0.0,0.5436453,5.0
111.085556,0.40725586,5.0
42.638012,0.6857295,5.0
0.0,0.6857295,5.0
38.470768,0.48689923,5.0
0.0,0.48689923,5.0
0.0,0.48689923,5.0
0.0,0.48689923,5.0
17.0,0.0,5.0
17.0,-0.0,5.0
0.0,-0.0,5.0
44.0,-1.5707964,5.0
0.0,-1.5707964,5.0
111.085556,-0.40725586,5.0
153.05554,0.23071656,5.0
101.607086,-0.17809294,5.0
55.605755,0.9129077,5.0
541.67334,-0.049866203,5.0
70.34202,0.25877088,5.0
0.0,0.25877088,5.0
34.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
101.607086,0.17809294,5.0
0.0,0.17809294,5.0
722.6645,-0.08589921,5.0
13.75,0.9272952,5.0
14.666667,-1.5707964,5.0
789.2053,-0.02280973,5.0
252.00645,-0.089402474,5.0
109.75,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
150.60213,0.9219832,5.0
0.0,0.9219832,5.0
26.903118,-0.591439,5.0
0.0,-0.591439,5.0
251.0,0.0,5.0
385.01947,0.07278785,5.0
19.235384,0.48689923,5.0
46.010868,0.73927706,5.0
188.01662,0.8399579,5.0
0.0,0.8399579,5.0
19.235384,0.48689923,5.0
0.0,0.48689923,5.0
1.6190476,0.0,5.0
58.830265,0.5549957,5.0
45.891174,-0.19739556,5.0
0.0,-0.19739556,5.0
0.0,-0.19739556,5.0
0.0,-0.19739556,5.0
18.794947,-0.49934673,5.0
11.166667,0.0,5.0
126.58989,0.76864,5.0
7.694154,-0.48689923,5.0
0.0,-0.48689923,5.0
25.0,0.0,5.0
0.0,0.0,5.0
19.235384,-0.48689923,5.0
38.470768,-0.48689923,5.0
303.8001,-0.044451755,5.0
0.0,-0.044451755,5.0
22.0,0.0,5.0
19.235384,-0.48689923,5.0
40.496914,-0.5743048,5.0
302.33838,-0.07448879,5.0
149.26486,0.31327617,5.0
0.0,0.31327617,5.0
3.2492602,-0.10673567,5.0
27.802877,0.9129077,5.0
56.462376,-0.40024066,5.0
0.0,-0.40024066,5.0
19.235384,-0.48689923,5.0
723.0,0.0,5.0
12.823589,0.48689923,5.0
19.235384,0.48689923,5.0
12.823589,0.48689923,5.0
27.802877,0.9129077,5.0
0.0,0.9129077,5.0
0.0,0.9129077,5.0
40.496914,0.5743048,5.0
252.1816,-0.082043536,5.0
0.0,-0.082043536,5.0
0.0,-0.082043536,5.0
11.289677,-0.17809294,5.0
19.235384,-0.48689923,5.0
19.235384,-0.48689923,5.0
0.0,-0.48689923,5.0
19.830532,-0.5880026,5.0
156.2594,-0.057628427,5.0
268.94284,-0.0837588,5.0
0.0,-0.0837588,5.0
141.35417,0.3239877,5.0
56.416668,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
131.89864,0.80416274,5.0
0.0,0.80416274,5.0
73.82411,0.43335384,5.0
0.0,0.43335384,5.0
0.0,0.43335384,5.0
51.29571,0.17636615,5.0
31.0,-1.5707964,5.0
19.235384,-0.48689923,5.0
0.0,-0.48689923,5.0
0.0,-0.48689923,5.0
0.0,-0.48689923,5.0
9.0,-1.5707964,5.0
17.0,0.0,5.0
0.0,0.0,5.0
45.642635,-0.74665785,5.0
17.0,-0.0,5.0
213.17833,0.8418166,5.0
0.0,0.8418166,5.0
0.0,0.8418166,5.0
0.0,0.8418166,5.0
0.0,0.8418166,5.0
0.0,0.8418166,5.0
16.5,0.0,5.0
0.0,0.0,5.0
181.29051,0.50683063,5.0
0.0,0.50683063,5.0
0.0,0.50683063,5.0
0.0,0.50683063,5.0
195.88007,0.4659307,5.0
195.88007,0.4659307,5.0
0.0,0.4659307,5.0
0.0,0.4659307,5.0
0.0,0.4659307,5.0
31.0,-1.5707964,5.0
40.35468,-0.591439,5.0
17.0,-0.0,5.0
17.0,0.0,5.0
0.0,0.0,5.0
96.0026,0.4240413,5.0
12.529964,-0.49934673,5.0
18.794947,-0.49934673,5.0
195.88007,0.4659307,5.0
0.0,0.4659307,5.0
449.01337,0.78697294,5.0
0.0,0.78697294,5.0
0.0,0.78697294,5.0
45.0,-1.5707964,5.0
31.0,-1.5707964,5.0
34.687893,-0.2624594,5.0
0.0,-0.2624594,5.0
0.0,-0.2624594,5.0
21.319006,0.6857295,5.0
0.0,0.6857295,5.0
0.0,0.6857295,5.0
0.0,0.6857295,5.0
0.0,0.6857295,5.0
27.802877,0.9129077,5.0
0.0,0.9129077,5.0
198.80203,0.64802825,5.0
0.0,0.64802825,5.0
133.80957,0.6315435,5.0
211.33333,0.0,2.0
51.30692,0.20809852,2.0
137.36256,-0.05341209,2.0
327.24036,-0.067279615,2.0
11.502717,0.73927706,2.0
14.666667,-1.5707964,2.0
361.33224,-0.08589921,2.0
47.118053,0.3239877,2.0
0.0,0.3239877,2.0
568.28516,-0.031679537,2.0
267.84042,-0.05042451,2.0
251.1613,-0.03584122,2.0
234.0,0.0,2.0
34.20526,-0.26625204,2.0
112.92475,-0.40024066,2.0
200.08998,0.029991005,2.0
0.0,0.029991005,2.0
360.6716,-0.06103521,2.0
13.5,-1.5707964,2.0
0.0,-1.5707964,2.0
0.0,-1.5707964,2.0
22.803509,-0.26625204,2.0
655.24725,-0.027474001,2.0
181.29051,0.50683063,2.0
16.5,0.0,2.0
67.0,-0.0,2.0
198.80203,0.64802825,2.0
25.647856,0.17636615,2.0
167.05687,0.5547922,2.0
70.677086,0.3239877,2.0
0.0,0.3239877,2.0
0.0,0.3239877,2.0
0.0,0.3239877,2.0
394.61374,-0.05577964,2.0
0.0,-0.05577964,2.0
0.0,-0.05577964,2.0
180.67928,-0.1724279,2.0
686.2361,0.026233047,2.0
205.44403,-0.06575871,2.0
321.5,0.0,2.0
0.0,0.0,2.0
56.462376,-0.40024066,2.0
0.0,-0.40024066,2.0
0.0,-0.40024066,2.0
0.0,-0.40024066,2.0
181.06905,0.8088314,2.0
0.0,0.8088314,2.0
0.0,0.8088314,2.0
0.0,0.8088314,2.0
0.0,0.8088314,2.0
0.0,0.8088314,2.0
19.235384,0.48689923,2.0
6.6,0.0,2.0
68.41052,-0.26625204,2.0
56.462376,-0.40024066,2.0
0.0,-0.40024066,2.0
0.0,-0.40024066,2.0
428.5945,0.021000413,2.0
35.17101,0.25877088,2.0
2.3687785,0.6857295,2.0
429.0644,-0.05129685,2.0
56.462376,-0.40024066,2.0
0.0,-0.40024066,2.0
262.66666,0.0,2.0
303.58688,-0.102290735,2.0
28.200178,-0.92374915,2.0
83.45208,-0.18682016,2.0
45.642635,0.74665785,2.0
0.0,0.74665785,2.0
70.677086,-0.3239877,2.0
17.0,-0.0,2.0
0.0,-0.0,2.0
0.0,-0.0,2.0
212.19095,0.60107374,2.0
67.601776,0.13352905,2.0
0.0,0.13352905,2.0
0.0,0.13352905,2.0
0.0,0.13352905,2.0
67.0,0.0,2.0
181.83578,-0.12128542,2.0
0.0,-0.12128542,2.0
386.3936,0.7451269,2.0
31.0,-1.5707964,3.0
0.0,-1.5707964,3.0
19.235384,-0.48689923,3.0
55.0,0.9272952,3.0
35.35534,1.0691923,3.0
95.56033,-0.10834598,3.0
70.71068,1.0691923,3.0
286.681,-0.10834598,3.0
73.82411,0.43335384,3.0
0.0,0.43335384,3.0
135.20355,0.13352905,3.0
0.0,0.13352905,3.0
0.0,0.13352905,3.0
0.0,0.13352905,3.0
0.0,0.13352905,3.0
27.802877,0.9129077,3.0
0.0,0.9129077,3.0
36.552853,0.42285392,3.0
18.276426,0.42285392,3.0
0.0,0.42285392,3.0
0.0,0.42285392,3.0
0.0,0.42285392,3.0
0.0,0.42285392,3.0
0.0,0.42285392,3.0
85.86617,-0.25910202,3.0
253.17978,0.76864,3.0
70.88645,0.5436453,3.0
0.0,0.5436453,3.0
10.854147,0.67114383,3.0
19.235384,-0.48689923,3.0
0.0,-0.48689923,3.0
35.35534,1.0691923,3.0
20.17734,0.591439,3.0
267.84042,-0.05042451,3.0
0.9568828,0.9944211,3.0
50.429268,-0.42225116,3.0
19.235384,-0.48689923,3.0
301.20425,0.9219832,3.0
535.68085,-0.05042451,3.0
126.58989,0.76864,3.0
156.2594,-0.057628427,3.0
167.17058,0.72614557,3.0
0.0,0.72614557,3.0
0.0,0.72614557,3.0
0.0,0.72614557,3.0
139.75424,0.4636476,3.0
0.0,0.4636476,3.0
19.235384,-0.48689923,3.0
0.0,-0.48689923,3.0
12.823589,-0.48689923,3.0
0.0,-0.48689923,3.0
34.0,0.0,3.0
17.0,-0.0,3.0
38.285713,0.0,3.0
9.571428,-0.0,3.0
0.0,-0.0,3.0
0.0,-0.0,3.0
0.0,-0.0,3.0
0.0,-0.0,3.0
51.29571,-0.17636615,3.0
0.0,-0.17636615,3.0
0.0,-0.17636615,3.0
0.0,-0.17636615,3.0
0.0,-0.17636615,3.0
0.0,-0.17636615,3.0
5.495824,-0.48689923,3.0
0.0,-0.48689923,3.0
166.97604,0.9944211,3.0
0.0,0.9944211,3.0
54.82928,0.42285392,3.0
27.802877,0.9129077,3.0
75.643906,-0.42225116,3.0
0.0,-0.42225116,3.0
146.33333,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
23.570227,1.0691923,3.0
0.0,1.0691923,3.0
181.06905,0.8088314,3.0
0.0,0.8088314,3.0
0.0,0.8088314,3.0
0.0,0.8088314,3.0
25.401772,0.17809294,3.0
46.010868,0.73927706,3.0
35.11766,-1.0816765,3.0
9.0,1.5707964,3.0
0.0,1.5707964,3.0
11.0,0.0,3.0
34.20526,-0.26625204,3.0
56.462376,-0.40024066,3.0
19.235384,-0.48689923,3.0
0.0,-0.48689923,3.0
27.802877,0.9129077,3.0
0.0,0.9129077,3.0
0.0,0.9129077,3.0
45.276924,-0.7541583,3.0
0.49962038,0.48689923,3.0
182.39311,-0.12367495,3.0
46.291683,0.66596925,3.0
0.0,0.66596925,3.0
0.0,0.66596925,3.0
85.86617,-0.25910202,3.0
92.12793,0.8519663,3.0
119.54183,-0.18509102,3.0
27.802877,0.9129077,3.0
106.32967,0.5436453,3.0
27.802877,0.9129077,3.0
75.643906,-0.42225116,3.0
75.643906,-0.42225116,3.0
0.0,-0.42225116,3.0
19.235384,-0.48689923,3.0
38.470768,-0.48689923,3.0
19.235384,-0.48689923,3.0
0.0,-0.48689923,3.0
0.0,-0.48689923,3.0
23.570227,-1.0691923,3.0
0.0,-1.0691923,3.0
411.5,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
101.607086,0.17809294,3.0
50.803543,0.17809294,3.0
17.0,-0.0,3.0
35.17101,0.25877088,3.0
19.235384,0.48689923,3.0
38.470768,0.48689923,3.0
48.494495,0.75785244,3.0
33.0,-0.0,3.0
58.830265,0.5549957,3.0
34.20526,0.26625204,3.0
0.0,0.26625204,3.0
0.0,0.26625204,3.0
12.859973,0.21550606,3.0
207.0,0.0,3.0
234.77649,0.40265465,3.0
284.64233,-0.0316239,3.0
131.89864,0.80416274,3.0
100.51257,0.05972953,3.0
350.87213,-0.08846662,3.0
268.0,0.0,3.0
13.333333,0.0,3.0
20.666666,-1.5707964,3.0
50.803543,0.17809294,3.0
0.0,0.17809294,3.0
46.579235,0.18897471,3.0
335.75476,-0.06706346,3.0
0.0,-0.06706346,3.0
16.5,0.0,3.0
33.0,-0.0,3.0
0.0,-0.0,3.0
16.5,0.0,3.0
34.0,0.0,3.0
17.0,-0.0,3.0
17.0,0.0,3.0
50.0,-0.0,3.0
33.0,0.0,3.0
0.0,0.0,3.0
11.0,-0.0,3.0
2.5384614,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
79.881165,0.5984189,3.0
0.0,0.5984189,3.0
196.32689,0.46478656,3.0
27.802877,0.9129077,3.0
34.20526,0.26625204,3.0
58.830265,0.5549957,3.0
33.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
39.940582,0.5984189,3.0
58.830265,0.5549957,3.0
100.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
17.0,-0.0,3.0
0.0,-0.0,3.0
58.830265,0.5549957,3.0
50.0,0.0,3.0
28.200178,-0.92374915,3.0
0.0,-0.92374915,3.0
0.0,-0.92374915,3.0
0.0,-0.92374915,3.0
0.0,-0.92374915,3.0
19.235384,-0.48689923,3.0
58.830265,0.5549957,3.0
0.0,0.5549957,3.0
19.970291,0.5984189,3.0
117.66053,0.5549957,3.0
62.0,-1.5707964,3.0
35.35534,1.0691923,3.0
0.0,1.0691923,3.0
0.0,1.0691923,3.0
66.0,-0.0,3.0
50.803543,0.17809294,3.0
35.35534,1.0691923,3.0
22.0,-1.5707964,3.0
50.803543,0.17809294,3.0
33.0,0.0,3.0
16.5,-0.0,3.0
33.0,0.0,3.0
35.35534,1.0691923,3.0
35.35534,1.0691923,3.0
17.0,0.0,3.0
62.0,-1.5707964,3.0
0.0,-1.5707964,3.0
27.802877,0.9129077,3.0
68.41052,0.26625204,3.0
34.20526,0.26625204,3.0
55.605755,0.9129077,3.0
0.0,0.9129077,3.0
27.802877,0.9129077,3.0
18.0,-1.5707964,3.0
17.0,0.0,3.0
17.0,-0.0,3.0
22.0,-1.5707964,3.0
39.220177,0.5549957,3.0
34.20526,0.26625204,3.0
27.802877,0.9129077,3.0
18.0,-1.5707964,3.0
0.0,-1.5707964,3.0
0.0,-1.5707964,3.0
33.0,-0.0,3.0
0.0,-0.0,3.0
26.903118,-0.591439,3.0
19.235384,-0.48689923,3.0
0.0,-0.48689923,3.0
0.0,-0.48689923,3.0
0.0,-0.48689923,3.0
0.0,-0.48689923,3.0
8.683317,0.67114383,3.0
0.0,0.67114383,3.0
0.0,0.67114383,3.0
0.0,0.67114383,3.0
18.794947,0.49934673,3.0
56.462376,-0.40024066,3.0
19.235384,-0.48689923,3.0
253.17978,0.76864,3.0
85.86617,-0.25910202,3.0
0.0,-0.25910202,3.0
0.0,-0.25910202,3.0
0.0,-0.25910202,3.0
0.0,-0.25910202,3.0
284.85083,-0.07731039,3.0
305.13275,-0.029499637,3.0
33.666668,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
38.470768,0.48689923,3.0
13.950807,0.93804747,3.0
51.29571,-0.17636615,3.0
67.0,0.0,3.0
286.681,-0.10834598,3.0
268.94284,-0.0837588,3.0
285.66666,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
17.0,-0.0,3.0
0.0,-0.0,3.0
50.803543,0.17809294,3.0
50.803543,0.17809294,3.0
50.803543,0.17809294,3.0
